"suburb","pop_density","year"
"Kensington",2256.01,1990
"Kernot",2.52,1990
"Kerrie",3.29,1990
"Kerrisdale",1.46,1990
"Kew",2281.4,1990
"Kew East",1524.61,1990
"Keysborough",719.02,1990
"Kilcunda",14.59,1990
"Killingworth",2.68,1990
"Kilmore",64.99,1990
"Kilmore East",3.7,1990
"Kilsyth",1096.47,1990
"Kilsyth South",879.84,1990
"Kinglake",14.77,1990
"Kinglake Central",7.75,1990
"Kinglake West",18.9,1990
"Kings Park",3883.97,1990
"Kingsbury",1183.4,1990
"Kingsville",4454.48,1990
"Knoxfield",1277.84,1990
"Kongwak",4.31,1990
"Koo Wee Rup",29.08,1990
"Koo Wee Rup North",8.87,1990
"Koonwarra",8.12,1990
"Kooroocheang",1.92,1990
"Koorooman",4.73,1990
"Kooyong",1580.41,1990
"Koriella",1.16,1990
"Korobeit",2.65,1990
"Korumburra",54.42,1990
"Korumburra South",3.55,1990
"Korweinguboora",3.11,1990
"Krowera",3.02,1990
"Kurunjang",487.78,1990
"Kyneton",47.78,1990
"Kyneton South",3.41,1990
"Labertouche",4.42,1990
"Lake Eildon",0.08,1990
"Lal Lal",7.54,1990
"Lalor",2077.41,1990
"Lance Creek",3.7,1990
"Lancefield",13.11,1990
"Lang Lang",9.5,1990
"Lang Lang East",4.38,1990
"Langdons Hill",3.09,1990
"Langley",1.99,1990
"Langwarrin",560.94,1990
"Langwarrin South",97.99,1990
"Lara",122.46,1990
"Lardner",6.58,1990
"Launching Place",70.21,1990
"Lauriston",5.46,1990
"Laverton",785.73,1990
"Laverton North",5.52,1990
"Leonards Hill",4.19,1990
"Leongatha",99.78,1990
"Leongatha North",5.03,1990
"Leongatha South",3.11,1990
"Leopold",272.69,1990
"Lerderderg",0.03,1990
"Lethbridge",7.62,1990
"Lillico",13.03,1990
"Lilydale",471.69,1990
"Limestone",0.48,1990
"Little Hampton",7.83,1990
"Little River",4.81,1990
"Loch",6.36,1990
"Loch Valley",0.01,1990
"Long Forest",19.08,1990
"Longwarry",20.42,1990
"Longwarry North",8.71,1990
"Lorne",8.66,1990
"Lovely Banks",65.61,1990
"Lower Plenty",591.5,1990
"Lynbrook",82.33,1990
"Lyndhurst",19.74,1990
"Lyonville",2.84,1990
"Lysterfield",174.26,1990
"Lysterfield South",193.26,1990
"Macclesfield",33.31,1990
"Macedon",53.86,1990
"Macleod",1853.18,1990
"Maddingley",52.88,1990
"Maidstone",1638.49,1990
"Main Ridge",15.9,1990
"Maintongoon",1.41,1990
"Malmsbury",15.71,1990
"Malvern",3075.76,1990
"Malvern East",2502.51,1990
"Mambourin",0.19,1990
"Manifold Heights",2774.71,1990
"Mannerim",1.82,1990
"Manor Lakes",68.72,1990
"Marcus Hill",5.07,1990
"Maribyrnong",772.49,1990
"Marshall",390.45,1990
"Maryknoll",115.32,1990
"Marysville",1.38,1990
"Maude",2.35,1990
"McCrae",473.24,1990
"McKinnon",3077.1,1990
"McMahons Creek",0.44,1990
"Meadow Heights",3172.31,1990
"Meeniyan",11.19,1990
"Melbourne",1395.35,1990
"Melbourne Airport",9.37,1990
"Melton",203.15,1990
"Melton South",820.15,1990
"Melton West",330.74,1990
"Mentone",2442.87,1990
"Menzies Creek",141.88,1990
"Meredith",2.54,1990
"Mernda",18.79,1990
"Merricks",13.28,1990
"Merricks Beach",32.2,1990
"Merricks North",15.64,1990
"Merrimu",8.94,1990
"Metcalfe East",2.78,1990
"Mickleham",7.83,1990
"Middle Park",3368.85,1990
"Middle Tarwin",2.35,1990
"Mill Park",2267.28,1990
"Millbrook",5.67,1990
"Millgrove",182.87,1990
"Mitcham",2213.3,1990
"Modella",4.12,1990
"Modewarre",4.81,1990
"Moggs Creek",14.37,1990
"Molesworth",0.94,1990
"Mollongghip",3.16,1990
"Monbulk",203.76,1990
"Monegeetta",6.75,1990
"Monomeith",2.05,1990
"Mont Albert",2648.53,1990
"Mont Albert North",2300.19,1990
"Montmorency",2343.63,1990
"Montrose",655.67,1990
"Moolap",33.05,1990
"Moonee Ponds",2753.68,1990
"Moorabbin",817.75,1990
"Moorabbin Airport",2.47,1990
"Moorabool",4.48,1990
"Moorooduc",18.81,1990
"Mooroolbark",1579.67,1990
"Moranding",2.3,1990
"Mordialloc",1318.04,1990
"Moriac",35.42,1990
"Mornington",693.24,1990
"Morrisons",1.3,1990
"Mount Burnett",20.05,1990
"Mount Cottrell",1.1,1990
"Mount Dandenong",159.9,1990
"Mount Doran",9.17,1990
"Mount Duneed",8.16,1990
"Mount Eccles",3.74,1990
"Mount Eccles South",2.57,1990
"Mount Egerton",9.28,1990
"Mount Eliza",609.17,1990
"Mount Evelyn",566.17,1990
"Mount Franklin",3.44,1990
"Mount Macedon",43.44,1990
"Mount Martha",290.3,1990
"Mount Moriac",5.13,1990
"Mount Prospect",4.19,1990
"Mount Toolebewong",2.06,1990
"Mount Wallace",1.33,1990
"Mount Waverley",1992.31,1990
"Mountain View",3.62,1990
"Moyarra",4.77,1990
"Mulgrave",1506,1990
"Murgheboluc",1.15,1990
"Murrindindi",0.45,1990
"Murrumbeena",3026.31,1990
"Musk",7.5,1990
"Musk Vale",1.5,1990
"Myrniong",4.94,1990
"Nangana",8.61,1990
"Nar Nar Goon",13.78,1990
"Nar Nar Goon North",12.64,1990
"Narbethong",1.13,1990
"Narre Warren",1662.73,1990
"Narre Warren East",42.64,1990
"Narre Warren North",217.64,1990
"Narre Warren South",620.16,1990
"Nayook",7.9,1990
"Neerim",9.52,1990
"Neerim East",1.61,1990
"Neerim Junction",8.84,1990
"Neerim North",2.72,1990
"Neerim South",16.56,1990
"Nerrena",4.55,1990
"New Gisborne",66.86,1990
"Newbury",7.39,1990
"Newcomb",1145.39,1990
"Newham",8.39,1990
"Newhaven",39.44,1990
"Newlyn",7.15,1990
"Newlyn North",7.68,1990
"Newport",2011.13,1990
"Newtown",1714.73,1990
"Niddrie",2481.17,1990
"Nilma",56.16,1990
"Nilma North",6.99,1990
"Noble Park",2933.53,1990
"Noble Park North",2251.77,1990
"Noojee",1.09,1990
"Norlane",1692.45,1990
"North Blackwood",3.21,1990
"North Geelong",474.07,1990
"North Melbourne",2297.89,1990
"North Shore",172.63,1990
"North Warrandyte",357.91,1990
"North Wonthaggi",171.11,1990
"Northcote",3293.49,1990
"Notting Hill",1035.48,1990
"Nulla Vale",1.12,1990
"Nunawading",2112.17,1990
"Nutfield",22.46,1990
"Nyora",13.87,1990
"Oak Park",2478.78,1990
"Oaklands Junction",4.84,1990
"Oakleigh",1946.1,1990
"Oakleigh East",2612.93,1990
"Oakleigh South",1382.12,1990
"Ocean Grove",439.16,1990
"Officer",16.28,1990
"Officer South",2.65,1990
"Olinda",96.73,1990
"Ormond",3004.84,1990
"Outtrim",3.02,1990
"Pakenham",82.06,1990
"Pakenham South",7.05,1990
"Pakenham Upper",26.3,1990
"Panton Hill",55.98,1990
"Paraparap",4.04,1990
"Park Orchards",413.85,1990
"Parkdale",2527.45,1990
"Parkville",941.77,1990
"Parwan",2.55,1990
"Pascoe Vale",2588.05,1990
"Pascoe Vale South",2765.7,1990
"Pastoria",0.88,1990
"Pastoria East",1,1990
"Patterson Lakes",1537.28,1990
"Pearcedale",80.2,1990
"Pentland Hills",4.83,1990
"Pheasant Creek",14.6,1990
"Piedmont",6.39,1990
"Pioneer Bay",1140.08,1990
"Pipers Creek",4.69,1990
"Plenty",164.08,1990
"Plumpton",1.73,1990
"Point Cook",17.72,1990
"Point Leo",43.91,1990
"Point Lonsdale",157.08,1990
"Point Wilson",0.05,1990
"Poowong",9.56,1990
"Poowong East",3.34,1990
"Poowong North",4.49,1990
"Porcupine Ridge",3.53,1990
"Port Melbourne",831.14,1990
"Portarlington",83.7,1990
"Portsea",32.04,1990
"Pound Creek",2.77,1990
"Powelltown",4.41,1990
"Prahran",5135.86,1990
"Preston",2338.76,1990
"Princes Hill",4562.02,1990
"Pyalong",4.62,1990
"Quandong",0.17,1990
"Queenscliff",290.02,1990
"Queensferry",5.25,1990
"Ranceby",2.53,1990
"Ravenhall",63.24,1990
"Red Hill",39.27,1990
"Red Hill South",37.87,1990
"Reedy Creek",2.51,1990
"Reefton",0.26,1990
"Research",335.12,1990
"Reservoir",2374.95,1990
"Rhyll",21.98,1990
"Richmond",4370.97,1990
"Riddells Creek",46.73,1990
"Ringwood",1555.73,1990
"Ringwood East",1941.88,1990
"Ringwood North",1910.04,1990
"Ripplebrook",5.52,1990
"Rippleside",1745.59,1990
"Ripponlea",4420.03,1990
"Rochford",4.51,1990
"Rockbank",49.18,1990
"Rocklyn",4.22,1990
"Rokeby",29.67,1990
"Romsey",42.53,1990
"Rosanna",2221.63,1990
"Rosebud",559.56,1990
"Rowsley",2.37,1990
"Rowville",1391.49,1990
"Roxburgh Park",850.04,1990
"Rubicon",0.27,1990
"Ruby",6.75,1990
"Russells Bridge",2.25,1990
"Ryanston",3.41,1990
"Rye",371.43,1990
"Rythdale",4.57,1990
"Safety Beach",433.64,1990
"Sailors Falls",12.05,1990
"Sailors Hill",3.63,1990
"San Remo",53.48,1990
"Sandhurst",158.24,1990
"Sandon",1.25,1990
"Sandringham",2309.02,1990
"Sassafras",226.84,1990
"Scoresby",706.12,1990
"Seabrook",3130.32,1990
"Seaford",1272.99,1990
"Seaholme",2076.58,1990
"Seaview",2.71,1990
"Seddon",4408.33,1990
"Selby",298.55,1990
"Seville",107.24,1990
"Seville East",83.75,1990
"She Oaks",3.78,1990
"Shelford",0.87,1990
"Shepherds Flat",2.19,1990
"Sherbrooke",54.03,1990
"Shoreham",31.4,1990
"Sidonia",0.72,1990
"Silvan",45.4,1990
"Silverleaves",80.73,1990
"Skye",81.45,1990
"Smeaton",2.06,1990
"Smiths Beach",121.32,1990
"Smiths Gully",28.86,1990
"Somers",76.36,1990
"Somerton",18.16,1990
"Somerville",222.22,1990
"Sorrento",165.36,1990
"South Dudley",191.71,1990
"South Geelong",495.96,1990
"South Kingsville",2334.81,1990
"South Melbourne",3061,1990
"South Morang",69.96,1990
"South Wharf",36.41,1990
"South Yarra",3886.85,1990
"Southbank",1440.62,1990
"Spargo Creek",2.84,1990
"Spotswood",647.56,1990
"Spring Hill",3.54,1990
"Springbank",5.02,1990
"Springfield",2.72,1990
"Springvale",1608.51,1990
"Springvale South",2466.67,1990
"St Albans",2718.73,1990
"St Albans Park",1113.67,1990
"St Andrews",29.99,1990
"St Andrews Beach",231.81,1990
"St Clair",3.77,1990
"St Helena",2080.97,1990
"St Kilda",4183.84,1990
"St Kilda East",4826.42,1990
"St Kilda West",3660.76,1990
"St Leonards",47.46,1990
"Staughton Vale",1.32,1990
"Steels Creek",5.93,1990
"Steiglitz",0.82,1990
"Stonehaven",1.34,1990
"Strangways",4.05,1990
"Strath Creek",1.3,1990
"Strathewen",7.41,1990
"Strathlea",1.04,1990
"Strathmore",2332.09,1990
"Strathmore Heights",1373.23,1990
"Strathtulloh",2.47,1990
"Strzelecki",2.18,1990
"Sugarloaf Creek",2.87,1990
"Summerlands",1.3,1990
"Sunbury",184.43,1990
"Sunday Creek",8.87,1990
"Sunderland Bay",123.51,1990
"Sunset Strip",451.3,1990
"Sunshine",1550.91,1990
"Sunshine North",1275.47,1990
"Sunshine West",1701.39,1990
"Surf Beach",93.77,1990
"Surrey Hills",2904.53,1990
"Sutherlands Creek",3.26,1990
"Swan Bay",0.79,1990
"Swan Island",3.94,1990
"Sydenham",1838.88,1990
"Taggerty",2.58,1990
"Tallarook",3.49,1990
"Tantaraboo",2.33,1990
"Taradale",7.61,1990
"Tarilta",5.99,1990
"Tarneit",19.32,1990
"Tarrawarra",6.06,1990
"Tarwin",1.71,1990
"Tarwin Lower",1.55,1990
"Taylor Bay",2.92,1990
"Taylors Hill",99.91,1990
"Taylors Lakes",1932.15,1990
"Tecoma",1330.66,1990
"Teesdale",17.74,1990
"Templestowe",1107.97,1990
"Templestowe Lower",2392.59,1990
"Tenby Point",31.36,1990
"Tetoora Road",4.6,1990
"The Basin",859.15,1990
"The Gurdies",4.6,1990
"The Patch",265.25,1990
"Thomastown",1418.64,1990
"Thomson",1681.69,1990
"Thornbury",3256.2,1990
"Thornhill Park",4.52,1990
"Thornton",4.08,1990
"Three Bridges",6.42,1990
"Tonimbuk",3.82,1990
"Toolangi",2.92,1990
"Toolern Vale",3.92,1990
"Tooradin",35.73,1990
"Toorak",2992.13,1990
"Tootgarook",605.08,1990
"Torquay",136.3,1990
"Torwood",4.54,1990
"Tottenham",21.62,1990
"Travancore",3167.14,1990
"Trawool",1.55,1990
"Tremont",51.43,1990
"Trentham",16.75,1990
"Trentham East",3.46,1990
"Trida",1.55,1990
"Truganina",5.52,1990
"Tuerong",8.37,1990
"Tullamarine",910.33,1990
"Tyaak",3.65,1990
"Tyabb",106.43,1990
"Tylden",7.62,1990
"Tylden South",6.81,1990
"Tynong",19.18,1990
"Tynong North",6.61,1990
"Upper Ferntree Gully",961.94,1990
"Upper Plenty",5.11,1990
"Upwey",1226.63,1990
"Vaughan",3.71,1990
"Ventnor",11.26,1990
"Venus Bay",29.71,1990
"Vermont",2118.03,1990
"Vermont South",2106.73,1990
"Vervale",7.33,1990
"Viewbank",1603.19,1990
"Wallace",11.97,1990
"Wallan",58,1990
"Wallington",22.72,1990
"Wandana Heights",594.98,1990
"Wandin East",46.96,1990
"Wandin North",172.88,1990
"Wandong",15.84,1990
"Wantirna",1883.44,1990
"Wantirna South",1340.13,1990
"Warburton",16.79,1990
"Warneet",98.46,1990
"Warragul",198.65,1990
"Warragul South",7,1990
"Warragul West",11.86,1990
"Warrandyte",318.88,1990
"Warrandyte South",153.68,1990
"Warranwood",1577.06,1990
"Waterford Park",514.88,1990
"Waterways",601.12,1990
"Watsonia",2431.23,1990
"Watsonia North",2906.01,1990
"Watsons Creek",31.51,1990
"Wattle Bank",4.55,1990
"Wattle Glen",193.86,1990
"Waurn Ponds",110.82,1990
"Weir Views",2.66,1990
"Wensleydale",0.63,1990
"Werona",1.32,1990
"Werribee",579.12,1990
"Werribee South",29.66,1990
"Wesburn",28.52,1990
"West Creek",2.94,1990
"West Footscray",2361.77,1990
"West Melbourne",274.65,1990
"Westmeadows",1211.79,1990
"Whanregarwen",1.48,1990
"Wheatsheaf",4.83,1990
"Wheelers Hill",2180.29,1990
"Whitelaw",5.74,1990
"Whittington",2411.82,1990
"Whittlesea",28.89,1990
"Wild Dog Valley",3.42,1990
"Wildwood",6.81,1990
"Williams Landing",63.14,1990
"Williamstown",2169.45,1990
"Williamstown North",795.57,1990
"Willowmavin",2.33,1990
"Wimbledon Heights",598.3,1990
"Winchelsea",6.57,1990
"Winchelsea South",2.58,1990
"Windsor",5495.16,1990
"Wollert",5.98,1990
"Wonga Park",176.93,1990
"Wonthaggi",65.02,1990
"Woodend",59.74,1990
"Woodend North",7.14,1990
"Woodleigh",3.68,1990
"Woodstock",4.22,1990
"Woolamai",3.85,1990
"Wooreen",4.28,1990
"Woori Yallock",118.18,1990
"Wurdiboluc",4.51,1990
"Wyndham Vale",121.15,1990
"Yallambie",1346.83,1990
"Yan Yean",6.57,1990
"Yandoit",3.71,1990
"Yandoit Hills",1.47,1990
"Yannathan",3.51,1990
"Yarra Glen",68.34,1990
"Yarra Junction",142.13,1990
"Yarrambat",82.97,1990
"Yarraville",2006.27,1990
"Yea",7.97,1990
"Yellingbo",12.98,1990
"Yendon",11.43,1990
"Yering",4.83,1990
"Yuroke",8.17,1990
"Abbotsford",2100.36,1995
"Aberfeldie",2233.79,1995
"Acheron",1.97,1995
"Ada",0,1995
"Adams Estate",77.79,1995
"Aintree",1.25,1995
"Aireys Inlet",31.83,1995
"Airport West",1823.58,1995
"Albanvale",3272.96,1995
"Albert Park",1776.95,1995
"Albion",1518.47,1995
"Alexandra",30.3,1995
"Allambee",2.1,1995
"Almurta",2.51,1995
"Alphington",1594.33,1995
"Altona",650.09,1995
"Altona Meadows",1849.84,1995
"Altona North",847.73,1995
"Anakie",2.96,1995
"Anderson",3.92,1995
"Anglesea",22.82,1995
"Arawata",5.58,1995
"Archies Creek",26.47,1995
"Ardeer",1237.33,1995
"Armadale",3867.92,1995
"Armstrong Creek",6.83,1995
"Arthurs Creek",12.34,1995
"Arthurs Seat",34.05,1995
"Ascot Vale",3166.81,1995
"Ashbourne",3.66,1995
"Ashburton",2338.9,1995
"Ashwood",1967.64,1995
"Aspendale",2054.56,1995
"Aspendale Gardens",1128.83,1995
"Athlone",3.31,1995
"Attwood",736.7,1995
"Avalon",3.98,1995
"Avondale Heights",2270.74,1995
"Avonsleigh",109.9,1995
"Bacchus Marsh",358.91,1995
"Badger Creek",139.14,1995
"Balaclava",5924.68,1995
"Ballan",14.35,1995
"Balliang",1.46,1995
"Balliang East",1.81,1995
"Balnarring",56.02,1995
"Balnarring Beach",194,1995
"Balwyn",2881.8,1995
"Balwyn North",2230.41,1995
"Bambra",2.49,1995
"Bamganie",1.31,1995
"Bangholme",27.07,1995
"Bannockburn",20.31,1995
"Barkstead",0.73,1995
"Barrabool",6.09,1995
"Barrys Reef",1.56,1995
"Barwon Heads",369.71,1995
"Basalt",1.38,1995
"Bass",4.8,1995
"Batesford",24.44,1995
"Baxter",174.06,1995
"Bayles",14,1995
"Baynton",0.72,1995
"Bayswater",1390.73,1995
"Bayswater North",1244.08,1995
"Beaconsfield",188.65,1995
"Beaconsfield Upper",91.56,1995
"Beaumaris",2420.69,1995
"Beenak",3.82,1995
"Belgrave",1061.6,1995
"Belgrave Heights",656.43,1995
"Belgrave South",143.21,1995
"Bell Park",1716.61,1995
"Bell Post Hill",913.68,1995
"Bellarine",7.37,1995
"Bellbrae",8.49,1995
"Bellfield",1865.33,1995
"Bells Beach",7.14,1995
"Belmont",1622.71,1995
"Bena",6.21,1995
"Bend of Islands",36.64,1995
"Benloch",4.28,1995
"Bentleigh",2864.88,1995
"Bentleigh East",2583.01,1995
"Beremboke",1.88,1995
"Berwick",691.86,1995
"Beveridge",6.18,1995
"Big Hill",0.74,1995
"Big Pats Creek",9.39,1995
"Bittern",152.67,1995
"Black Rock",1691.42,1995
"Blackburn",2059.35,1995
"Blackburn North",2510.98,1995
"Blackburn South",2897.93,1995
"Blackwood",5,1995
"Blairgowrie",287.2,1995
"Blakeville",0.19,1995
"Blampied",3.66,1995
"Blind Bight",179.51,1995
"Bolinda",4.38,1995
"Bolwarrah",1.92,1995
"Bona Vista",7.07,1995
"Bonbeach",1741.7,1995
"Boneo",9.54,1995
"Bonnie Brook",3.57,1995
"Boonah",0.4,1995
"Boronia",1931.89,1995
"Botanic Ridge",101,1995
"Box Hill",2342.84,1995
"Box Hill North",2635.55,1995
"Box Hill South",1895.68,1995
"Braeside",8.02,1995
"Brandy Creek",12.26,1995
"Bravington",14.73,1995
"Braybrook",1421.87,1995
"Breakwater",273.89,1995
"Breamlea",44.02,1995
"Briar Hill",2507.02,1995
"Brighton",2499.45,1995
"Brighton East",2514.83,1995
"Broadford",22.99,1995
"Broadmeadows",1307.31,1995
"Brookfield",372.88,1995
"Brooklyn",326.08,1995
"Brunswick",3767.45,1995
"Brunswick East",3120.03,1995
"Brunswick West",3750.37,1995
"Buckley",3.29,1995
"Buffalo",2.24,1995
"Bulla",14.03,1995
"Bullarook",3.78,1995
"Bullarto",4.52,1995
"Bullarto South",3.53,1995
"Bulleen",1709.73,1995
"Bullengarook",6.6,1995
"Buln Buln",25.46,1995
"Buln Buln East",6.98,1995
"Bunding",5.91,1995
"Bundoora",1162.51,1995
"Bungal",1.55,1995
"Bungaree",10.12,1995
"Bunyip",78.13,1995
"Bunyip North",6.68,1995
"Burnley",628.56,1995
"Burnside",192.49,1995
"Burnside Heights",348.03,1995
"Burwood",1921.03,1995
"Burwood East",2430.27,1995
"Buxton",7.54,1995
"Bylands",4.05,1995
"Cadello",4.81,1995
"Cairnlea",43.56,1995
"Calder Park",14.32,1995
"Caldermeade",3.09,1995
"Cambarville",0.02,1995
"Camberwell",2775.79,1995
"Campbellfield",422.94,1995
"Campbelltown",0.78,1995
"Cannons Creek",60.75,1995
"Canterbury",2528.27,1995
"Cape Paterson",36.38,1995
"Cape Schanck",13.04,1995
"Cape Woolamai",152.55,1995
"Capel Sound",760.97,1995
"Cardinia",8.97,1995
"Carlsruhe",5.73,1995
"Carlton",3902.87,1995
"Carlton North",3541.78,1995
"Carnegie",3709.7,1995
"Caroline Springs",208.4,1995
"Carrum",2156.93,1995
"Carrum Downs",713.53,1995
"Castella",10.57,1995
"Catani",5.58,1995
"Cathkin",0.8,1995
"Caulfield",3183.15,1995
"Caulfield East",984.31,1995
"Caulfield North",3293.24,1995
"Caulfield South",3193.99,1995
"Ceres",14.5,1995
"Chadstone",2178.7,1995
"Charlemont",24.26,1995
"Chelsea",2407.56,1995
"Chelsea Heights",1906.82,1995
"Cheltenham",1841.29,1995
"Cherokee",5.68,1995
"Chintin",2.77,1995
"Chirnside Park",407.11,1995
"Christmas Hills",7.3,1995
"Chum Creek",38.75,1995
"Churchill Island",1.32,1995
"Clarendon",6.11,1995
"Claretown",4.06,1995
"Clarinda",2318.38,1995
"Clarkefield",3.2,1995
"Clarkes Hill",4.66,1995
"Clayton",1398.05,1995
"Clayton South",1353.75,1995
"Clematis",198.78,1995
"Clifton Hill",3309.91,1995
"Clifton Springs",885.69,1995
"Clonbinane",0.72,1995
"Cloverlea",6.32,1995
"Clyde",11.56,1995
"Clyde North",5.6,1995
"Clydesdale",2.21,1995
"Cobaw",5.9,1995
"Cobblebank",21.13,1995
"Coburg",3133.51,1995
"Coburg North",1315.14,1995
"Cockatoo",136.58,1995
"Cocoroc",0,1995
"Coimadai",4.16,1995
"Colbrook",2.19,1995
"Coldstream",35.19,1995
"Collingwood",3675.76,1995
"Connewarre",5.36,1995
"Coolaroo",1120.76,1995
"Coomoora",31.76,1995
"Cora Lynn",8.78,1995
"Corinella",37.38,1995
"Corio",838.27,1995
"Coronet Bay",110.79,1995
"Cottles Bridge",34.14,1995
"Cowes",131.42,1995
"Craigieburn",345.48,1995
"Cranbourne",676.05,1995
"Cranbourne East",43.32,1995
"Cranbourne North",784.85,1995
"Cranbourne South",52.77,1995
"Cranbourne West",247.4,1995
"Cremorne",2365.41,1995
"Crib Point",310.32,1995
"Crossover",10.05,1995
"Croydon",1542.9,1995
"Croydon Hills",2230.94,1995
"Croydon North",1943.17,1995
"Croydon South",1655.76,1995
"Curlewis",9.5,1995
"Dales Creek",135.6,1995
"Dallas",2528.87,1995
"Dalmore",9.23,1995
"Dalyston",14.78,1995
"Dandenong",1828.55,1995
"Dandenong North",2455.23,1995
"Dandenong South",15.43,1995
"Darley",195.95,1995
"Darnum",14.48,1995
"Darraweit Guim",4.91,1995
"Daylesford",65.41,1995
"Dean",5.24,1995
"Deanside",12.01,1995
"Deepdene",2280.23,1995
"Deer Park",928.73,1995
"Delahey",2582.93,1995
"Denver",7.49,1995
"Derrimut",207.26,1995
"Devils River",0.52,1995
"Devon Meadows",40.05,1995
"Dewhurst",19,1995
"Diamond Creek",609.59,1995
"Diggers Rest",25.6,1995
"Dingley Village",1348.44,1995
"Dixons Creek",6.8,1995
"Docklands",67.32,1995
"Don Valley",40.83,1995
"Doncaster",2123.13,1995
"Doncaster East",2484.12,1995
"Donnybrook",3.47,1995
"Donvale",1074.58,1995
"Doreen",42.28,1995
"Doveton",1920.91,1995
"Dromana",132.2,1995
"Drouin",135.49,1995
"Drouin East",17.3,1995
"Drouin South",6.3,1995
"Drouin West",10.98,1995
"Drumcondra",2325.76,1995
"Drummond",4.3,1995
"Drummond North",5.62,1995
"Dry Diggings",2.64,1995
"Drysdale",69.81,1995
"Dunnstown",10.76,1995
"Durdidwarrah",0.97,1995
"Eaglemont",1834.36,1995
"East Geelong",1140.99,1995
"East Melbourne",1633.44,1995
"East Warburton",4.92,1995
"Eastern View",1.54,1995
"Eden Park",32.57,1995
"Edgecombe",13.48,1995
"Edithvale",2535.14,1995
"Eganstown",4.58,1995
"Eildon",1.77,1995
"Elaine",1.9,1995
"Elevated Plains",2.5,1995
"Elizabeth Island",0,1995
"Ellinbank",8.75,1995
"Elsternwick",3529.62,1995
"Eltham",1224.75,1995
"Eltham North",1901.15,1995
"Elwood",4757.3,1995
"Emerald",101.72,1995
"Endeavour Hills",1723.47,1995
"Epping",491.75,1995
"Essendon",2919.94,1995
"Essendon Fields",29.07,1995
"Essendon North",2640.29,1995
"Essendon West",1260.03,1995
"Eumemmerring",1740.13,1995
"Exford",26.99,1995
"Eynesbury",2.33,1995
"Fairbank",3.8,1995
"Fairfield",1529.06,1995
"Fairhaven",51.83,1995
"Fawcett",0.94,1995
"Fawkner",2332.28,1995
"Fern Hill",5.28,1995
"Ferndale",3.07,1995
"Fernshaw",0,1995
"Ferntree Gully",1940.59,1995
"Ferny Creek",345.29,1995
"Fieldstone",2.16,1995
"Fingal",15.54,1995
"Fiskville",2.22,1995
"Fitzroy",5492.56,1995
"Fitzroy North",4230.76,1995
"Flemington",2198.01,1995
"Flinders",15.07,1995
"Flowerdale",4.32,1995
"Footscray",2102.83,1995
"Forbes",3.35,1995
"Forest Hill",2489.93,1995
"Franklinford",2.15,1995
"Frankston",1880.74,1995
"Frankston North",1191.29,1995
"Frankston South",1157.54,1995
"Fraser Rise",4.03,1995
"French Island",0.45,1995
"Freshwater Creek",7.52,1995
"Fryerstown",3.78,1995
"Fyansford",13,1995
"Gainsborough",11.99,1995
"Gardenvale",3302.41,1995
"Garfield",52.22,1995
"Garfield North",9.17,1995
"Geelong",1381,1995
"Geelong West",2873.26,1995
"Gembrook",9.21,1995
"Gentle Annie",0,1995
"Gherang",10.17,1995
"Gheringhap",2.15,1995
"Ghin Ghin",0.57,1995
"Gilderoy",5.62,1995
"Gisborne",57.8,1995
"Gisborne South",34.19,1995
"Gladstone Park",2436.39,1995
"Gladysdale",18.37,1995
"Glen Alvie",4.85,1995
"Glen Forbes",4.98,1995
"Glen Huntly",4323.43,1995
"Glen Iris",2732.27,1995
"Glen Waverley",2261.36,1995
"Glenaroua",1.11,1995
"Glenburn",2.12,1995
"Glenluce",1.91,1995
"Glenlyon",4.21,1995
"Glenmore",1.28,1995
"Glenroy",1852.79,1995
"Gnarwarre",2.51,1995
"Goldie",3.74,1995
"Gordon",19.61,1995
"Gowanbrae",1678.61,1995
"Grangefields",5.88,1995
"Grantville",33.9,1995
"Greendale",8.19,1995
"Greenhill",6.01,1995
"Greensborough",2100.89,1995
"Greenvale",281.52,1995
"Grovedale",1356.5,1995
"Gruyere",14.59,1995
"Guildford",5.98,1995
