"suburb","built_up","year"
"Winchelsea South",3.56,1975
"Windsor",2728.45,1975
"Wollert",3.49,1975
"Wonga Park",24.27,1975
"Wonthaggi",110.03,1975
"Woodend",18.41,1975
"Woodend North",11.84,1975
"Woodleigh",6.02,1975
"Woodstock",3.35,1975
"Woolamai",6.32,1975
"Wooreen",6.05,1975
"Woori Yallock",32.47,1975
"Wurdiboluc",3.43,1975
"Wyndham Vale",148.02,1975
"Yallambie",580.23,1975
"Yan Yean",2.83,1975
"Yandoit",5.17,1975
"Yandoit Hills",5.37,1975
"Yannathan",7.51,1975
"Yarra Glen",29.93,1975
"Yarra Junction",32.64,1975
"Yarrambat",13.98,1975
"Yarraville",1999.09,1975
"Yea",10.11,1975
"Yellingbo",4.16,1975
"Yendon",3.14,1975
"Yering",2.93,1975
"Yuroke",7.42,1975
"Abbotsford",2124.64,1980
"Aberfeldie",1816.28,1980
"Acheron",3.32,1980
"Ada",0,1980
"Adams Estate",33.8,1980
"Aintree",2.3,1980
"Aireys Inlet",60.98,1980
"Airport West",2093.52,1980
"Albanvale",1828.81,1980
"Albert Park",1235.92,1980
"Albion",1522.19,1980
"Alexandra",41.75,1980
"Allambee",3.49,1980
"Almurta",6.28,1980
"Alphington",1356.4,1980
"Altona",831.41,1980
"Altona Meadows",952.47,1980
"Altona North",1167.76,1980
"Anakie",5.34,1980
"Anderson",7.61,1980
"Anglesea",49.52,1980
"Arawata",5.85,1980
"Archies Creek",73.06,1980
"Ardeer",1474.34,1980
"Armadale",2439.28,1980
"Armstrong Creek",5.01,1980
"Arthurs Creek",6.08,1980
"Arthurs Seat",12.33,1980
"Ascot Vale",1965.22,1980
"Ashbourne",4.68,1980
"Ashburton",1663.43,1980
"Ashwood",1636.64,1980
"Aspendale",1662.04,1980
"Aspendale Gardens",624.82,1980
"Athlone",7.18,1980
"Attwood",158.18,1980
"Avalon",14.08,1980
"Avondale Heights",1539.63,1980
"Avonsleigh",6.4,1980
"Bacchus Marsh",381,1980
"Badger Creek",40.87,1980
"Balaclava",2653.28,1980
"Ballan",11.49,1980
"Balliang",3.37,1980
"Balliang East",1.95,1980
"Balnarring",45.15,1980
"Balnarring Beach",278.96,1980
"Balwyn",1992.27,1980
"Balwyn North",1596.54,1980
"Bambra",5.55,1980
"Bamganie",3.29,1980
"Bangholme",47.23,1980
"Bannockburn",18.02,1980
"Barkstead",0.85,1980
"Barrabool",6.07,1980
"Barrys Reef",1.84,1980
"Barwon Heads",524.86,1980
"Basalt",2.14,1980
"Bass",5.63,1980
"Batesford",10.67,1980
"Baxter",144.41,1980
"Bayles",12.5,1980
"Baynton",2.64,1980
"Bayswater",1962.44,1980
"Bayswater North",1338.19,1980
"Beaconsfield",106.63,1980
"Beaconsfield Upper",11.9,1980
"Beaumaris",1834.24,1980
"Beenak",2.1,1980
"Belgrave",77.72,1980
"Belgrave Heights",25.89,1980
"Belgrave South",18.14,1980
"Bell Park",1718.81,1980
"Bell Post Hill",774.74,1980
"Bellarine",15.2,1980
"Bellbrae",10.59,1980
"Bellfield",1593.92,1980
"Bells Beach",8.85,1980
"Belmont",1630.22,1980
"Bena",8.8,1980
"Bend of Islands",6.24,1980
"Benloch",5.43,1980
"Bentleigh",2325.95,1980
"Bentleigh East",2176.9,1980
"Beremboke",5.83,1980
"Berwick",257.5,1980
"Beveridge",2.84,1980
"Big Hill",1.71,1980
"Big Pats Creek",2.34,1980
"Bittern",97.47,1980
"Black Rock",1405.55,1980
"Blackburn",1376.53,1980
"Blackburn North",1671.74,1980
"Blackburn South",1716.79,1980
"Blackwood",1.38,1980
"Blairgowrie",1415.56,1980
"Blakeville",0.3,1980
"Blampied",4.6,1980
"Blind Bight",133.71,1980
"Bolinda",4.83,1980
"Bolwarrah",2.09,1980
"Bona Vista",8.48,1980
"Bonbeach",1485.98,1980
"Boneo",20.43,1980
"Bonnie Brook",7.5,1980
"Boonah",0.96,1980
"Boronia",1164.73,1980
"Botanic Ridge",13.43,1980
"Box Hill",1857.48,1980
"Box Hill North",1884.78,1980
"Box Hill South",1631.07,1980
"Braeside",612.3,1980
"Brandy Creek",6.35,1980
"Bravington",16.78,1980
"Braybrook",1899.72,1980
"Breakwater",790.72,1980
"Breamlea",31.98,1980
"Briar Hill",1472.08,1980
"Brighton",2066.03,1980
"Brighton East",1962.43,1980
"Broadford",35.08,1980
"Broadmeadows",1204.46,1980
"Brookfield",96.14,1980
"Brooklyn",1479.64,1980
"Brunswick",2623.32,1980
"Brunswick East",2097.93,1980
"Brunswick West",2174.75,1980
"Buckley",3.5,1980
"Buffalo",5.28,1980
"Bulla",16.82,1980
"Bullarook",3.32,1980
"Bullarto",3.2,1980
"Bullarto South",3.39,1980
"Bulleen",1300.91,1980
"Bullengarook",4.53,1980
"Buln Buln",12.93,1980
"Buln Buln East",6.68,1980
"Bunding",5.42,1980
"Bundoora",681.42,1980
"Bungal",2.86,1980
"Bungaree",7.27,1980
"Bunyip",40.07,1980
"Bunyip North",8.05,1980
"Burnley",577.46,1980
"Burnside",62.06,1980
"Burnside Heights",48.21,1980
"Burwood",1584.75,1980
"Burwood East",1592.81,1980
"Buxton",3.98,1980
"Bylands",2.75,1980
"Cadello",5.34,1980
"Cairnlea",107.99,1980
"Calder Park",19.12,1980
"Caldermeade",5.87,1980
"Cambarville",0.01,1980
"Camberwell",1928.26,1980
"Campbellfield",1363.55,1980
"Campbelltown",2.08,1980
"Cannons Creek",45.13,1980
"Canterbury",1919.06,1980
"Cape Paterson",98.8,1980
"Cape Schanck",9.34,1980
"Cape Woolamai",525.37,1980
"Capel Sound",1264.02,1980
"Cardinia",13.33,1980
"Carlsruhe",7.09,1980
"Carlton",2479.54,1980
"Carlton North",1801.59,1980
"Carnegie",2303.46,1980
"Caroline Springs",5.45,1980
"Carrum",2171.57,1980
"Carrum Downs",455.78,1980
"Castella",3.44,1980
"Catani",8.15,1980
"Cathkin",1.95,1980
"Caulfield",2564.93,1980
"Caulfield East",1017.66,1980
"Caulfield North",2371.58,1980
"Caulfield South",2345.31,1980
"Ceres",15.16,1980
"Chadstone",1709.43,1980
"Charlemont",26.68,1980
"Chelsea",2290.39,1980
"Chelsea Heights",1086,1980
"Cheltenham",1969.89,1980
"Cherokee",6.09,1980
"Chintin",4.36,1980
"Chirnside Park",179.62,1980
"Christmas Hills",4.83,1980
"Chum Creek",5.2,1980
"Churchill Island",3.82,1980
"Clarendon",4.24,1980
"Claretown",4.47,1980
"Clarinda",1367.84,1980
"Clarkefield",3.7,1980
"Clarkes Hill",4.55,1980
"Clayton",2143.89,1980
"Clayton South",1658.94,1980
"Clematis",11.46,1980
"Clifton Hill",1875.05,1980
"Clifton Springs",1008.14,1980
"Clonbinane",0.77,1980
"Cloverlea",6.59,1980
"Clyde",30.6,1980
"Clyde North",9.91,1980
"Clydesdale",4.78,1980
"Cobaw",7.17,1980
"Cobblebank",24.8,1980
"Coburg",2213.45,1980
"Coburg North",1685.41,1980
"Cockatoo",12.43,1980
"Cocoroc",0.92,1980
"Coimadai",5.51,1980
"Colbrook",3.1,1980
"Coldstream",28.87,1980
"Collingwood",2839.24,1980
"Connewarre",5.2,1980
"Coolaroo",1763.7,1980
"Coomoora",6.66,1980
"Cora Lynn",10.67,1980
"Corinella",52.4,1980
"Corio",849.79,1980
"Coronet Bay",283.85,1980
"Cottles Bridge",4.6,1980
"Cowes",348.99,1980
"Craigieburn",226.64,1980
"Cranbourne",722.36,1980
"Cranbourne East",40.2,1980
"Cranbourne North",427.78,1980
"Cranbourne South",29.73,1980
"Cranbourne West",47.21,1980
"Cremorne",2580.74,1980
"Crib Point",358.2,1980
"Crossover",6.99,1980
"Croydon",946.41,1980
"Croydon Hills",940.38,1980
"Croydon North",721.86,1980
"Croydon South",987.52,1980
"Curlewis",11.81,1980
"Dales Creek",4.76,1980
"Dallas",1862.18,1980
"Dalmore",12.84,1980
"Dalyston",9.85,1980
"Dandenong",1892.81,1980
"Dandenong North",1469.16,1980
"Dandenong South",807.92,1980
"Darley",108.75,1980
"Darnum",11.43,1980
"Darraweit Guim",4.65,1980
"Daylesford",52.51,1980
"Dean",4.19,1980
"Deanside",11.92,1980
"Deepdene",1883.91,1980
"Deer Park",1155.59,1980
"Delahey",390.71,1980
"Denver",5.25,1980
"Derrimut",21.97,1980
"Devils River",0.94,1980
"Devon Meadows",63.3,1980
"Dewhurst",7.28,1980
"Diamond Creek",195.45,1980
"Diggers Rest",22.75,1980
"Dingley Village",984.31,1980
"Dixons Creek",5.27,1980
"Docklands",1472.79,1980
"Don Valley",5.78,1980
"Doncaster",1483.69,1980
"Doncaster East",1525.38,1980
"Donnybrook",5.09,1980
"Donvale",431.88,1980
"Doreen",13.01,1980
"Doveton",1624.43,1980
"Dromana",272.7,1980
"Drouin",83.59,1980
"Drouin East",12.7,1980
"Drouin South",7.32,1980
"Drouin West",11.01,1980
"Drumcondra",2314.41,1980
"Drummond",4.2,1980
"Drummond North",6.55,1980
"Dry Diggings",5.67,1980
"Drysdale",62.8,1980
"Dunnstown",7.38,1980
"Durdidwarrah",1.53,1980
"Eaglemont",1325.99,1980
"East Geelong",1327.4,1980
"East Melbourne",1205.5,1980
"East Warburton",0.53,1980
"Eastern View",2.5,1980
"Eden Park",7.84,1980
"Edgecombe",10.27,1980
"Edithvale",2095.73,1980
"Eganstown",2.01,1980
"Eildon",3.14,1980
"Elaine",3.89,1980
"Elevated Plains",3.5,1980
"Elizabeth Island",12.32,1980
"Ellinbank",8.35,1980
"Elsternwick",2447.85,1980
"Eltham",413.84,1980
"Eltham North",635.61,1980
"Elwood",2085.33,1980
"Emerald",11.3,1980
"Endeavour Hills",869.17,1980
"Epping",339.23,1980
"Essendon",2185.69,1980
"Essendon Fields",344.42,1980
"Essendon North",1953.23,1980
"Essendon West",951.86,1980
"Eumemmerring",1416.32,1980
"Exford",6.82,1980
"Eynesbury",1.31,1980
"Fairbank",7.5,1980
"Fairfield",1291.54,1980
"Fairhaven",117.36,1980
"Fawcett",1.93,1980
"Fawkner",1860.48,1980
"Fern Hill",9.02,1980
"Ferndale",4.42,1980
"Fernshaw",0,1980
"Ferntree Gully",1259.99,1980
"Ferny Creek",11.5,1980
"Fieldstone",6.67,1980
"Fingal",25.58,1980
"Fiskville",4.94,1980
"Fitzroy",2623.74,1980
"Fitzroy North",2283.8,1980
"Flemington",1283.56,1980
"Flinders",22.43,1980
"Flowerdale",2.44,1980
"Footscray",2044.45,1980
"Forbes",3.79,1980
"Forest Hill",1456.34,1980
"Franklinford",4.45,1980
"Frankston",1593.58,1980
"Frankston North",926.74,1980
"Frankston South",682.41,1980
"Fraser Rise",7.02,1980
"French Island",2.36,1980
"Freshwater Creek",7.75,1980
"Fryerstown",3.48,1980
"Fyansford",23.88,1980
"Gainsborough",11.28,1980
"Gardenvale",2323.8,1980
"Garfield",30.06,1980
"Garfield North",5.82,1980
"Geelong",2356.52,1980
"Geelong West",2830.81,1980
"Gembrook",2.12,1980
"Gentle Annie",0.02,1980
"Gherang",7.8,1980
"Gheringhap",3.71,1980
"Ghin Ghin",1.9,1980
"Gilderoy",0.81,1980
"Gisborne",21.94,1980
"Gisborne South",4.06,1980
"Gladstone Park",1652.71,1980
"Gladysdale",4.73,1980
"Glen Alvie",8.11,1980
"Glen Forbes",9.17,1980
"Glen Huntly",2307.34,1980
"Glen Iris",1798.18,1980
"Glen Waverley",1515.22,1980
"Glenaroua",2.07,1980
"Glenburn",2.59,1980
"Glenluce",2.54,1980
"Glenlyon",3.22,1980
"Glenmore",2.77,1980
"Glenroy",1599.5,1980
"Gnarwarre",4.12,1980
"Goldie",6.4,1980
"Gordon",5.67,1980
"Gowanbrae",27.05,1980
"Grangefields",8.22,1980
"Grantville",21.62,1980
"Greendale",1.71,1980
"Greenhill",6.44,1980
"Greensborough",985.31,1980
"Greenvale",130.02,1980
"Grovedale",1127.58,1980
"Gruyere",6.16,1980
"Guildford",4.81,1980
"Guys Hill",10.14,1980
"Hadfield",1700.84,1980
"Hallam",1160.52,1980
"Hallora",6.94,1980
"Hallston",5.64,1980
"Hamlyn Heights",1385.43,1980
"Hampton",2074.31,1980
"Hampton East",2020.44,1980
"Hampton Park",700.65,1980
"Harkaway",17.16,1980
"Harkness",18.22,1980
"Harmers Haven",11.98,1980
"Hastings",329.07,1980
"Hawthorn",1996.18,1980
"Hawthorn East",2197.37,1980
"Healesville",16.97,1980
"Heath Hill",8.97,1980
"Heathcote Junction",20,1980
"Heatherton",329.04,1980
"Heathmont",1000.19,1980
"Heidelberg",1617.42,1980
"Heidelberg Heights",2125.97,1980
"Heidelberg West",2006.45,1980
"Hepburn",76.47,1980
"Hepburn Springs",66.79,1980
"Herne Hill",2143.82,1980
"Hesket",7.45,1980
"High Camp",2.81,1980
"Highett",2139.17,1980
"Highlands",2.89,1980
"Highton",825.77,1980
"Hillside",17.4,1980
"Hmas Cerberus",57.99,1980
"Hoddles Creek",4.92,1980
"Homewood",2.95,1980
"Hopetoun Park",12.33,1980
"Hoppers Crossing",1145.07,1980
"Howes Creek",2.59,1980
"Hughesdale",2326.28,1980
"Humevale",2.99,1980
"Huntingdale",2601.94,1980
"Hurstbridge",58.48,1980
"Indented Head",386.85,1980
"Ingliston",2.97,1980
"Inverleigh",4.43,1980
"Inverloch",54.66,1980
"Iona",9.73,1980
"Irishtown",3.59,1980
"Ivanhoe",1570.48,1980
"Ivanhoe East",1250.9,1980
"Jacana",1099.5,1980
"Jam Jerrup",7.21,1980
"Jan Juc",447.24,1980
"Jeetho",7.95,1980
"Jindivick",6.69,1980
"Jumbunna",5.98,1980
"Junction Village",469.73,1980
"Kalkallo",5.36,1980
"Kallista",4.29,1980
"Kalorama",4.1,1980
"Kangaroo Ground",7.28,1980
"Kardella",7.93,1980
"Kardella South",10.85,1980
"Kealba",903.89,1980
"Keilor",423.51,1980
"Keilor Downs",1656.77,1980
"Keilor East",1082.79,1980
"Keilor Lodge",1146.83,1980
"Keilor North",7.18,1980
"Keilor Park",709.32,1980
"Kensington",2130.57,1980
"Kernot",5.29,1980
"Kerrie",4.41,1980
"Kerrisdale",3.39,1980
"Kew",1544.6,1980
"Kew East",1056.7,1980
"Keysborough",685.37,1980
"Kilcunda",22.86,1980
"Killingworth",3.62,1980
"Kilmore",39.55,1980
"Kilmore East",4.17,1980
"Kilsyth",786.38,1980
"Kilsyth South",324.71,1980
"Kinglake",1.96,1980
"Kinglake Central",4.22,1980
"Kinglake West",3.57,1980
"Kings Park",2242.04,1980
"Kingsbury",1731.05,1980
"Kingsville",2631.63,1980
"Knoxfield",1203.47,1980
"Kongwak",6.3,1980
"Koo Wee Rup",32.9,1980
"Koo Wee Rup North",10.02,1980
"Koonwarra",9.56,1980
"Kooroocheang",2.41,1980
"Koorooman",8.64,1980
"Kooyong",1084.49,1980
"Koriella",2.12,1980
"Korobeit",5.19,1980
"Korumburra",56.32,1980
"Korumburra South",5.78,1980
"Korweinguboora",1.67,1980
"Krowera",5.82,1980
"Kurunjang",294.46,1980
"Kyneton",48.68,1980
"Kyneton South",7.45,1980
"Labertouche",6.16,1980
"Lake Eildon",0.13,1980
"Lal Lal",3.05,1980
"Lalor",1517.53,1980
"Lance Creek",7.63,1980
"Lancefield",10.72,1980
"Lang Lang",14.31,1980
"Lang Lang East",8.11,1980
"Langdons Hill",5.33,1980
"Langley",3.73,1980
"Langwarrin",338.03,1980
"Langwarrin South",38.99,1980
"Lara",84,1980
"Lardner",8.17,1980
"Launching Place",15.03,1980
"Lauriston",5.77,1980
"Laverton",1162.64,1980
"Laverton North",773.5,1980
"Leonards Hill",1.64,1980
"Leongatha",123.82,1980
"Leongatha North",8.69,1980
"Leongatha South",6.58,1980
"Leopold",169.1,1980
"Lerderderg",0.05,1980
"Lethbridge",6.65,1980
"Lillico",9.59,1980
"Lilydale",248.77,1980
"Limestone",1.09,1980
"Little Hampton",7.19,1980
"Little River",6.1,1980
"Loch",9.93,1980
"Loch Valley",0.01,1980
"Long Forest",7.1,1980
"Longwarry",19.11,1980
"Longwarry North",11.27,1980
"Lorne",14.69,1980
"Lovely Banks",23.57,1980
"Lower Plenty",258.87,1980
"Lynbrook",26.16,1980
"Lyndhurst",6.2,1980
"Lyonville",1.48,1980
"Lysterfield",42.16,1980
"Lysterfield South",7.86,1980
"Macclesfield",5.01,1980
"Macedon",10.14,1980
"Macleod",1200.9,1980
"Maddingley",68.28,1980
"Maidstone",2038.72,1980
"Main Ridge",14.63,1980
"Maintongoon",2.21,1980
"Malmsbury",8.51,1980
"Malvern",2268.38,1980
"Malvern East",1821.92,1980
"Mambourin",0.37,1980
"Manifold Heights",2741.61,1980
"Mannerim",5.82,1980
"Manor Lakes",1.47,1980
"Marcus Hill",10.03,1980
"Maribyrnong",1187.29,1980
"Marshall",165.59,1980
"Maryknoll",15.14,1980
"Marysville",0.99,1980
"Maude",5.49,1980
"McCrae",768.95,1980
"McKinnon",2253.94,1980
"McMahons Creek",0.18,1980
"Meadow Heights",971.75,1980
"Meeniyan",15.64,1980
"Melbourne",1318.68,1980
"Melbourne Airport",122.46,1980
"Melton",376.1,1980
"Melton South",1131.99,1980
"Melton West",467.08,1980
"Mentone",2164.98,1980
"Menzies Creek",5.11,1980
"Meredith",5.06,1980
"Mernda",22.07,1980
"Merricks",9.19,1980
"Merricks Beach",27.98,1980
"Merricks North",7.75,1980
"Merrimu",9,1980
"Metcalfe East",7.3,1980
"Mickleham",6.56,1980
"Middle Park",2079.72,1980
"Middle Tarwin",4.21,1980
"Mill Park",1113.05,1980
"Millbrook",6.25,1980
"Millgrove",34.49,1980
"Mitcham",1464.47,1980
"Modella",6.64,1980
"Modewarre",4.7,1980
"Moggs Creek",38.97,1980
"Molesworth",1.74,1980
"Mollongghip",4.58,1980
"Monbulk",71.32,1980
"Monegeetta",8.24,1980
"Monomeith",4.41,1980
"Mont Albert",1832.99,1980
"Mont Albert North",1498.46,1980
"Montmorency",1226.86,1980
"Montrose",140.08,1980
"Moolap",145.28,1980
"Moonee Ponds",2091.96,1980
"Moorabbin",2584.51,1980
"Moorabbin Airport",203.14,1980
"Moorabool",10.94,1980
"Moorooduc",13.8,1980
"Mooroolbark",841.93,1980
"Moranding",3.99,1980
"Mordialloc",1750.13,1980
"Moriac",20.47,1980
"Mornington",794.15,1980
"Morrisons",2.83,1980
"Mount Burnett",3.53,1980
"Mount Cottrell",6.88,1980
"Mount Dandenong",2.5,1980
"Mount Doran",7.61,1980
"Mount Duneed",12.44,1980
"Mount Eccles",7.08,1980
"Mount Eccles South",4.87,1980
"Mount Egerton",5.17,1980
"Mount Eliza",497.18,1980
"Mount Evelyn",93.57,1980
"Mount Franklin",6.04,1980
"Mount Macedon",3.16,1980
"Mount Martha",342.68,1980
"Mount Moriac",5.3,1980
"Mount Prospect",5.06,1980
"Mount Toolebewong",1.25,1980
"Mount Wallace",3.83,1980
"Mount Waverley",1672.12,1980
"Mountain View",7.58,1980
"Moyarra",8.69,1980
"Mulgrave",1580.79,1980
"Murgheboluc",5.53,1980
"Murrindindi",0.9,1980
"Murrumbeena",2106.29,1980
"Musk",7.82,1980
"Musk Vale",0.62,1980
"Myrniong",4.62,1980
"Nangana",4.65,1980
"Nar Nar Goon",14.52,1980
"Nar Nar Goon North",5.37,1980
"Narbethong",0.91,1980
"Narre Warren",789.93,1980
"Narre Warren East",11.15,1980
"Narre Warren North",46.53,1980
"Narre Warren South",75.47,1980
"Nayook",5.53,1980
"Neerim",7.61,1980
"Neerim East",1.61,1980
"Neerim Junction",6.38,1980
"Neerim North",3.09,1980
"Neerim South",9.54,1980
"Nerrena",8.95,1980
"New Gisborne",18.77,1980
"Newbury",8.62,1980
"Newcomb",1457.24,1980
"Newham",6.18,1980
"Newhaven",130.2,1980
"Newlyn",5.4,1980
"Newlyn North",7.6,1980
"Newport",1867.26,1980
"Newtown",1820.08,1980
"Niddrie",1882.06,1980
"Nilma",22.49,1980
"Nilma North",10.28,1980
"Noble Park",2165.45,1980
"Noble Park North",1902.27,1980
"Noojee",1.38,1980
"Norlane",2110.89,1980
"North Blackwood",5,1980
"North Geelong",1560.96,1980
"North Melbourne",2268.14,1980
"North Shore",889.47,1980
"North Warrandyte",22.7,1980
"North Wonthaggi",172.2,1980
"Northcote",2299.23,1980
"Notting Hill",2015.12,1980
"Nulla Vale",2.9,1980
"Nunawading",1758.5,1980
"Nutfield",5.98,1980
"Nyora",11.07,1980
"Oak Park",1993.77,1980
"Oaklands Junction",7.4,1980
"Oakleigh",2145.32,1980
"Oakleigh East",2032.5,1980
"Oakleigh South",1340.18,1980
"Ocean Grove",642.61,1980
"Officer",23.28,1980
"Officer South",3.52,1980
"Olinda",5.25,1980
"Ormond",2244.13,1980
"Outtrim",6.55,1980
"Pakenham",95.17,1980
"Pakenham South",9.52,1980
"Pakenham Upper",4.26,1980
"Panton Hill",8.4,1980
"Paraparap",4.53,1980
"Park Orchards",89.4,1980
"Parkdale",2243.8,1980
"Parkville",912.94,1980
"Parwan",4.36,1980
"Pascoe Vale",2146.2,1980
"Pascoe Vale South",2070.52,1980
"Pastoria",2.93,1980
"Pastoria East",3.69,1980
"Patterson Lakes",979.42,1980
"Pearcedale",91.66,1980
"Pentland Hills",6.03,1980
"Pheasant Creek",4.13,1980
"Piedmont",6.6,1980
"Pioneer Bay",620.83,1980
"Pipers Creek",6.12,1980
"Plenty",37.1,1980
"Plumpton",4.72,1980
"Point Cook",46.93,1980
"Point Leo",23.82,1980
"Point Lonsdale",352.55,1980
"Point Wilson",0.98,1980
"Poowong",11.73,1980
"Poowong East",6.67,1980
"Poowong North",6.63,1980
"Porcupine Ridge",4.34,1980
"Port Melbourne",1692.61,1980
"Portarlington",230.44,1980
"Portsea",269.99,1980
"Pound Creek",7.36,1980
"Powelltown",2.28,1980
"Prahran",2608.55,1980
"Preston",2339.31,1980
"Princes Hill",2177.61,1980
"Pyalong",3.28,1980
"Quandong",0.65,1980
"Queenscliff",708.67,1980
"Queensferry",15.29,1980
"Ranceby",6.23,1980
"Ravenhall",13.84,1980
"Red Hill",15.21,1980
"Red Hill South",10.33,1980
"Reedy Creek",3.65,1980
"Reefton",0.14,1980
"Research",107.96,1980
"Reservoir",2006.65,1980
"Rhyll",52.92,1980
"Richmond",2467.98,1980
"Riddells Creek",15.2,1980
"Ringwood",1354.42,1980
"Ringwood East",1268.82,1980
"Ringwood North",712.75,1980
"Ripplebrook",8.81,1980
"Rippleside",1920.58,1980
"Ripponlea",2021,1980
"Rochford",6.96,1980
"Rockbank",76.18,1980
"Rocklyn",6.65,1980
"Rokeby",11.74,1980
"Romsey",15.3,1980
"Rosanna",1679.46,1980
"Rosebud",850.85,1980
"Rowsley",4.93,1980
"Rowville",615.59,1980
"Roxburgh Park",10.05,1980
"Rubicon",0.35,1980
"Ruby",10.95,1980
"Russells Bridge",9.66,1980
"Ryanston",6.75,1980
"Rye",1146.3,1980
"Rythdale",5.42,1980
"Safety Beach",524.47,1980
"Sailors Falls",4.8,1980
"Sailors Hill",4.28,1980
"San Remo",88.72,1980
"Sandhurst",1.83,1980
"Sandon",5.29,1980
"Sandringham",1901.25,1980
"Sassafras",3.79,1980
"Scoresby",647.77,1980
"Seabrook",758.06,1980
"Seaford",1418.42,1980
"Seaholme",1563.14,1980
"Seaview",4.88,1980
"Seddon",2782.59,1980
"Selby",4.48,1980
"Seville",33.59,1980
"Seville East",20.19,1980
"She Oaks",8.87,1980
"Shelford",1.89,1980
"Shepherds Flat",3.08,1980
"Sherbrooke",3.7,1980
"Shoreham",25.18,1980
"Sidonia",2.97,1980
"Silvan",22.56,1980
"Silverleaves",91.09,1980
"Skye",66.09,1980
"Smeaton",3.65,1980
"Smiths Beach",755.86,1980
"Smiths Gully",3.78,1980
"Somers",93.09,1980
"Somerton",380.55,1980
"Somerville",152.62,1980
"Sorrento",1031.53,1980
"South Dudley",212.54,1980
"South Geelong",1754.26,1980
"South Kingsville",2077.24,1980
"South Melbourne",2578.57,1980
"South Morang",48.82,1980
"South Wharf",1985.19,1980
"South Yarra",2046.6,1980
"Southbank",2053.87,1980
"Spargo Creek",2.85,1980
"Spotswood",1507.5,1980
"Spring Hill",4.49,1980
"Springbank",4.64,1980
"Springfield",4.51,1980
"Springvale",1729.68,1980
"Springvale South",1599.65,1980
"St Albans",2127.73,1980
"St Albans Park",524.33,1980
"St Andrews",6.03,1980
"St Andrews Beach",498.97,1980
"St Clair",4.09,1980
"St Helena",814.46,1980
"St Kilda",1947.92,1980
"St Kilda East",2303.39,1980
"St Kilda West",1850.73,1980
"St Leonards",140.97,1980
"Staughton Vale",3.43,1980
"Steels Creek",4.64,1980
"Steiglitz",1.92,1980
"Stonehaven",4.57,1980
"Strangways",7.65,1980
"Strath Creek",2.95,1980
"Strathewen",4.3,1980
"Strathlea",4.55,1980
"Strathmore",1648.01,1980
"Strathmore Heights",764.22,1980
"Strathtulloh",2.43,1980
"Strzelecki",4.58,1980
"Sugarloaf Creek",5.65,1980
"Summerlands",5.85,1980
"Sunbury",110.38,1980
"Sunday Creek",6.44,1980
"Sunderland Bay",457.35,1980
"Sunset Strip",686.92,1980
"Sunshine",1964.32,1980
"Sunshine North",1554.36,1980
"Sunshine West",1259.25,1980
"Surf Beach",413.75,1980
"Surrey Hills",1968.24,1980
"Sutherlands Creek",6.27,1980
"Swan Bay",2.51,1980
"Swan Island",16.02,1980
"Sydenham",399.1,1980
"Taggerty",2.57,1980
"Tallarook",4.54,1980
"Tantaraboo",5.37,1980
"Taradale",3.37,1980
"Tarilta",7.97,1980
"Tarneit",10.85,1980
"Tarrawarra",4.51,1980
"Tarwin",4.53,1980
"Tarwin Lower",4.68,1980
"Taylor Bay",4.96,1980
"Taylors Hill",13.46,1980
"Taylors Lakes",856.92,1980
"Tecoma",126.7,1980
"Teesdale",5.88,1980
"Templestowe",586.07,1980
"Templestowe Lower",1560.82,1980
"Tenby Point",22.22,1980
"Tetoora Road",9.88,1980
"The Basin",206.38,1980
"The Gurdies",6.92,1980
"The Patch",6.72,1980
"Thomastown",1379.88,1980
"Thomson",1905.3,1980
"Thornbury",2269.48,1980
"Thornhill Park",6.48,1980
"Thornton",5.22,1980
"Three Bridges",1.27,1980
"Tonimbuk",5.42,1980
"Toolangi",1.01,1980
"Toolern Vale",8.39,1980
"Tooradin",33.04,1980
"Toorak",2191.93,1980
"Tootgarook",1764.59,1980
"Torquay",164.03,1980
"Torwood",8.37,1980
"Tottenham",2468.75,1980
"Travancore",1414.22,1980
"Trawool",2.55,1980
"Tremont",3.61,1980
"Trentham",9.59,1980
"Trentham East",5,1980
"Trida",3.42,1980
"Truganina",11.35,1980
"Tuerong",6.42,1980
"Tullamarine",1569.95,1980
"Tyaak",4.86,1980
"Tyabb",70.18,1980
"Tylden",6.34,1980
